stmt_id,date,amount,reference_number,narration,type
S00170,2026-07-04,5344.59,pay_PJ8E3cLSEj74bY,IMPS/pay_PJ8E3cLSEj74bY/MERCHANTANDSONS,CREDIT
S00191,2026-07-04,3119.05,pay_JsMZOZZVmQQp6u,RAZORPAY SETTLEMENT/pay_JsMZOZZVmQQp6u/GOPALGROUP,CREDIT
S00197,2026-07-04,4030.03,pay_ea1zcmJVoubKGf,"RAZORPAY SETTLEMENT/pay_ea1zcmJVoubKGf/GARG,WALIAANDLANKA",CREDIT
S00311,2026-07-04,11783.04,setl_aqjEPNw9aSUn2U,"RAZORPAY PAYOUT setl_aqjEPNw9aSUn2U PART 2 OF 2 GOKHALE,SANKAR",DEBIT
S00319,2026-07-04,28368.45,pay_pzH8sHl5GUCPBG,UPI/pay_pzH8sHl5GUCPBG/CHAUDHRY-CHADHA/PAYMENT,CREDIT
S00331,2026-07-04,4957.42,pay_6g6omG8XIEgfBr,"RAZORPAY SETTLEMENT/pay_6g6omG8XIEgfBr/CHOPRA,BADALANDMAG",CREDIT
S00333,2026-07-04,17369.41,pay_1U8T74kHxmAHuT,MERCHANT CR pay_1U8T74kHxmAHuT ARORA-LAL NETBANKING,CREDIT
S00350,2026-07-04,1676.52,pay_b0aQTv0aOQBfGN,UPI/pay_b0aQTv0aOQBfGN/SANELLC/PAYMENT,CREDIT
S00383,2026-07-04,10612.17,pay_kGa96F1xkpETOo,UPI/pay_kGa96F1xkpETOo/TAILORINC/PAYMENT,CREDIT
S00118,2026-07-05,4150.27,pay_ArYYbbah,UPI/pay_ArYYbbah/SARAN-SHA/PAYMENT,CREDIT
S00119,2026-07-05,4148.77,pay_ArYYbbah,UPI/pay_ArYYbbah/SARAN-SHA/PAYMENT,CREDIT
S00127,2026-07-05,10043.62,pay_0h2kEYL97n8zw0,IMPS/pay_0h2kEYL97n8zw0/SALVI-TALWAR,CREDIT
S00216,2026-07-05,14486.0,pay_967520cV8uMGzj,NEFT-SBIN-pay_967520cV8uMGzj-KOTHARIPLC,CREDIT
S00254,2026-07-05,12251.71,pay_Oa0DKJpATnDpGo,IMPS/pay_Oa0DKJpATnDpGo/SOMAN-KULKARNI,CREDIT
S00278,2026-07-05,4079.84,pay_LE7hXr4whDJNza,UPI/pay_LE7hXr4whDJNza/DARA-WALI/PAYMENT,CREDIT
S00296,2026-07-05,4312.5,pay_G5CXq6ZHlM9rmf,MERCHANT CR pay_G5CXq6ZHlM9rmf GOPAL-BAIL IMPS,CREDIT
S00327,2026-07-05,1541.12,pay_HZ2CK8OUyllYID,RAZORPAY SETTLEMENT/pay_HZ2CK8OUyllYID/RAGHAVANPLC,CREDIT
S00343,2026-07-05,3070.46,pay_PKSOiaMpmA9n9A,IMPS/pay_PKSOiaMpmA9n9A/OZAANDSONS,CREDIT
S00348,2026-07-05,8390.95,pay_fHRdwDk6SuOzqV,RAZORPAY SETTLEMENT/pay_fHRdwDk6SuOzqV/IYER-SOMAN,CREDIT
S00401,2026-07-05,9167.8,pay_YvvxOFlmNsEOH0,"IMPS/pay_YvvxOFlmNsEOH0/TANDON,NANDAANDSHA",CREDIT
S00007,2026-07-06,3205.8,pay_7aKVwBG7waPvzN,"RAZORPAY SETTLEMENT/pay_7aKVwBG7waPvzN/SONI,DARANDBALA",CREDIT
S00044,2026-07-06,11719.89,pay_06K4G0Kvq4zH6h,"RAZORPAY SETTLEMENT/pay_06K4G0Kvq4zH6h/BABU,MANGATANDMAHA",CREDIT
S00102,2026-07-06,1143.59,pay_YkyzlpDyuxpHaS,IMPS/pay_YkyzlpDyuxpHaS/HANDA-DUA,CREDIT
S00114,2026-07-06,9527.96,setl_QgX45xDUjSt568,RAZORPAY SETTLEMENT setl_QgX45xDUjSt568 BATCH OF 2 PALL-LAD,CREDIT
S00210,2026-07-06,19949.39,pay_aHwnWhVDhEr2vj,"UPI/pay_aHwnWhVDhEr2vj/AGRAWAL,KADEANDMOD/PAYMENT",CREDIT
S00260,2026-07-06,5825.52,pay_vX1gZsXGICjcgA,UPI/pay_vX1gZsXGICjcgA/VISWANATHANLLC/PAYMENT,CREDIT
S00294,2026-07-06,2587.84,pay_3TOwdtOwYQHRn3,UPI/pay_3TOwdtOwYQHRn3/GUPTALLC/PAYMENT,CREDIT
S00299,2026-07-06,43146.79,setl_4kx6j2pDz39fIR,"RAZORPAY SETTLEMENT setl_4kx6j2pDz39fIR BATCH OF 4 SANI,GABAANDBH",CREDIT
S00308,2026-07-06,1922.42,pay_ZKqbls0foeRz0j,UPI/pay_ZKqbls0foeRz0j/DEVAN-KORPAL/PAYMENT,CREDIT
S00354,2026-07-06,-7807.34,pay_Nh7Nzr7HLAVAnJ,"REVERSAL/pay_Nh7Nzr7HLAVAnJ/IYENGAR,MINHASAN/REFUND",DEBIT
S00384,2026-07-06,4054.57,pay_ZP5g5FCygh8O4I,NEFT-AXIS-pay_ZP5g5FCygh8O4I-NARAYANANDSONS,CREDIT
S00042,2026-07-07,4427.15,pay_knuftJw1AIbULK,RAZORPAY SETTLEMENT/pay_knuftJw1AIbULK/MURTYINC,CREDIT
S00090,2026-07-07,15725.72,pay_abUFKKvxAx0KpU,RAZORPAY SETTLEMENT/pay_abUFKKvxAx0KpU/BRAHMBHATT-PUROHIT,CREDIT
S00101,2026-07-07,1567.93,pay_eaAY2iRXFaaW27,MERCHANT CR pay_eaAY2iRXFaaW27 CHAWLAANDSONS NETBANKING,CREDIT
S00137,2026-07-07,4788.73,pay_TizP32MgvTmecP,"MERCHANT CR pay_TizP32MgvTmecP BARAD,TATAANDKAMDA CARD",CREDIT
S00151,2026-07-07,27542.17,pay_g7plHnL5rwL4jO,"UPI/pay_g7plHnL5rwL4jO/SHANKAR,KUMERANDCH/PAYMENT",CREDIT
S00332,2026-07-07,11021.86,pay_diNPEXKouUfGFY,MERCHANT CR pay_diNPEXKouUfGFY MUNSHI-SANT CARD,CREDIT
S00347,2026-07-07,1699.54,pay_pbJbGNvOtKC7KW,"RAZORPAY SETTLEMENT/pay_pbJbGNvOtKC7KW/SHETH,CHANDRANANDD",CREDIT
S00372,2026-07-07,3387.37,,RAZORPAY SETTLEMENT/pay_OnxRwv0P6UlnAr/RANGANATHAN-DEVAN,CREDIT
S00130,2026-07-08,12555.21,pay_Qn1E0xFkgagVle,"UPI/pay_Qn1E0xFkgagVle/RATTA,SALVIANDMAGA/PAYMENT",CREDIT
S00141,2026-07-08,8781.41,pay_MP35tIwCvXeLns,IMPS/pay_MP35tIwCvXeLns/GADELLC,CREDIT
S00237,2026-07-08,8818.33,pay_HR5AVlKxr8tOwh,UPI/pay_HR5AVlKxr8tOwh/UPADHYAYGROUP/PAYMENT,CREDIT
S00377,2026-07-08,1573.87,pay_LSz7TvquAcVGOS,IMPS/pay_LSz7TvquAcVGOS/CONTRACTORLLC,CREDIT
S00397,2026-07-08,12182.11,pay_HqCOEfAea4oSpN,"RAZORPAY SETTLEMENT/pay_HqCOEfAea4oSpN/PINGLE,PALLAANDMAD",CREDIT
S00418,2026-07-08,3988.22,pay_PuDMhOsOoV9LYJ,"UPI/pay_PuDMhOsOoV9LYJ/BAIL,BATHANDKANT/PAYMENT",CREDIT
S00021,2026-07-09,7340.99,pay_BE7OZhHnnBia3K,"NEFT-KKBK-pay_BE7OZhHnnBia3K-SHUKLA,SODHIANDKAR",CREDIT
S00076,2026-07-09,8397.66,pay_fndSjOf7r5jQX6,IMPS/pay_fndSjOf7r5jQX6/BARIAANDSONS,CREDIT
S00079,2026-07-09,3695.94,pay_65wJL5DYqYgmaC,"UPI/pay_65wJL5DYqYgmaC/SARKAR,SARAFANDMUK/PAYMENT",CREDIT
S00160,2026-07-09,32053.27,pay_lxN4L25BL0Fo9x,"UPI/pay_lxN4L25BL0Fo9x/THAKUR,AGARWALANDC/PAYMENT",CREDIT
S00284,2026-07-09,11877.96,e1u4qMYtX,"IMPS/e1u4qMYtX/KUMAR,LALAANDNAIR",CREDIT
S00396,2026-07-09,4705.63,pay_PM9ROij54807Pf,NEFT-SBIN-pay_PM9ROij54807Pf-ARYAINC,CREDIT
S00414,2026-07-09,12493.39,pay_J0rq6dPGY2pgrA,UPI/pay_J0rq6dPGY2pgrA/RAMESH-ZACHARIAH/PAYMENT,CREDIT
S00001,2026-07-10,39623.87,pay_ITdef30Uu0pbdE,RAZORPAY SETTLEMENT/pay_ITdef30Uu0pbdE/DEEP-BALAKRISHNAN,CREDIT
S00041,2026-07-10,5500.7,pay_zgXkjeroazN2ah,IMPS/pay_zgXkjeroazN2ah/NAIDULLC,CREDIT
S00202,2026-07-10,28614.74,pay_F6KVI19gcUB3vT,RAZORPAY SETTLEMENT/pay_F6KVI19gcUB3vT/PARMAR-SHARMA,CREDIT
S00357,2026-07-10,12106.46,pay_iHjNwNEZKqPNP0,UPI/pay_iHjNwNEZKqPNP0/VALA-WAGLE/PAYMENT,CREDIT
S00026,2026-07-11,3612.8,pay_LuZlClPWpV0tXN,RAZORPAY SETTLEMENT/pay_LuZlClPWpV0tXN/MOREINC,CREDIT
S00113,2026-07-11,12339.45,pay_ZY6dzamDLbYNNC,"NEFT-KKBK-pay_ZY6dzamDLbYNNC-BALAKRISHNAN,SHARM",CREDIT
S00179,2026-07-11,10189.57,pay_dfgYTlVqJ88F6W,"MERCHANT CR pay_dfgYTlVqJ88F6W DEVAN,MODYANDSINHA UPI",CREDIT
S00185,2026-07-11,6210.46,pay_KuW6cUoyfkME2N,UPI/pay_KuW6cUoyfkME2N/SONI-BAHRI/PAYMENT,CREDIT
S00200,2026-07-11,2339.64,pay_f1X5rLSB55m627,"RAZORPAY SETTLEMENT/pay_f1X5rLSB55m627/KAMDAR,OAKANDMANGA",CREDIT
S00209,2026-07-11,10394.31,setl_AOH3XCPsTJc7Gv,RAZORPAY SETTLEMENT setl_AOH3XCPsTJc7Gv BATCH OF 2 BAKSHIANDSONS,CREDIT
S00213,2026-07-11,4407.29,pay_exmZVQov9czK0p,UPI/pay_exmZVQov9czK0p/MOHANTY-SARIN/PAYMENT,CREDIT
S00217,2026-07-11,2158.61,pay_nhCbDOE2p0Xa5o,IMPS/pay_nhCbDOE2p0Xa5o/BARMAN-REGE,CREDIT
S00322,2026-07-11,586.99,pay_YYWlZ7hy9ZbyUZ,MERCHANT CR pay_YYWlZ7hy9ZbyUZ KARA-CHAND NEFT,CREDIT
S00360,2026-07-11,94857.06,pay_hxDNOVhoM8vJXj,"NEFT-HDFC-pay_hxDNOVhoM8vJXj-TANDON,MADANANDSIN",CREDIT
S00400,2026-07-11,46687.67,pay_9u5NyG95zgoUwG,UPI/pay_9u5NyG95zgoUwG/DUA-KHATRI/PAYMENT,CREDIT
S00060,2026-07-12,1408.53,pay_ArKX2evy0DK6T6,MERCHANT CR pay_ArKX2evy0DK6T6 RATTAN-GALA NETBANKING,CREDIT
S00087,2026-07-12,3615.86,pay_1ajvLF0mVJBb6I,RAZORPAY SETTLEMENT/pay_1ajvLF0mVJBb6I/DEVI-GODA,CREDIT
S00091,2026-07-12,3310.98,pay_MQVEsIW0j04RWR,IMPS/pay_MQVEsIW0j04RWR/GOLALLC,CREDIT
S00126,2026-07-12,2465.92,pay_0bWu9eqjfoedyS,UPI/pay_0bWu9eqjfoedyS/KAUR-SARRAF/PAYMENT,CREDIT
S00186,2026-07-12,2665.73,pay_FPuT4ZCVwOSxse,UPI/pay_FPuT4ZCVwOSxse/CHEEMA-SINGHAL/PAYMENT,CREDIT
S00267,2026-07-12,54978.87,pay_SXZ4PapaisAZxl,RAZORPAY SETTLEMENT/pay_SXZ4PapaisAZxl/MAGARLLC,CREDIT
S00324,2026-07-12,5324.11,pay_VMPqAmAd5VrRd7,"MERCHANT CR pay_VMPqAmAd5VrRd7 CHAUDHURI,KARPEAND WALLET",CREDIT
S00411,2026-07-12,4819.67,pay_oNGfNTxqIjIfZw,IMPS/pay_oNGfNTxqIjIfZw/BADAMI-LALLA,CREDIT
S00166,2026-07-13,9479.01,pay_GSbGGxUSrRJhlT,RAZORPAY SETTLEMENT/pay_GSbGGxUSrRJhlT/SHARAF-GERA,CREDIT
S00204,2026-07-13,4998.63,pay_WzvlyKNQ9bQIjL,"RAZORPAY SETTLEMENT/pay_WzvlyKNQ9bQIjL/PANDYA,MAHAJANANDB",CREDIT
S00323,2026-07-13,1818.56,AxWUaDJZU,MERCHANT CR AxWUaDJZU DUBEYLLC WALLET,CREDIT
S00351,2026-07-13,13227.23,pay_FWVaLvqeWnp7Rd,MERCHANT CR pay_FWVaLvqeWnp7Rd GANESANANDSONS CARD,CREDIT
S00385,2026-07-13,12387.61,pay_oa11PwfJqF7r33,"UPI/pay_oa11PwfJqF7r33/PALLA,AMBLEANDDEWA/PAYMENT",CREDIT
S00394,2026-07-13,4350.3,pay_bNMpDZjeJiLHCO,UPI/pay_bNMpDZjeJiLHCO/PANDIT-AHLUWALIA/PAYMENT,CREDIT
S00019,2026-07-14,2745.16,pay_YMBa5T0bq09e4Q,MERCHANT CR pay_YMBa5T0bq09e4Q MALL-CHAD NETBANKING,CREDIT
S00032,2026-07-14,416.77,pay_ZXx8QjqLBYQlCr,MERCHANT CR pay_ZXx8QjqLBYQlCr PANDEY-KONDA UPI,CREDIT
S00069,2026-07-14,1495.15,pay_QoGxri0ARehHs7,MERCHANT CR pay_QoGxri0ARehHs7 CHANDAANDSONS WALLET,CREDIT
S00081,2026-07-14,6811.03,pay_ACybhGomJAUytl,MERCHANT CR pay_ACybhGomJAUytl DARA-SINGHAL IMPS,CREDIT
S00155,2026-07-14,7195.05,pay_M1P5AfeKuH2beJ,"IMPS/pay_M1P5AfeKuH2beJ/RAU,DASANDBADAL",CREDIT
S00161,2026-07-14,-32053.27,pay_lxN4L25BL0Fo9x,"REVERSAL/pay_lxN4L25BL0Fo9x/THAKUR,AGARWALAN/REFUND",DEBIT
S00168,2026-07-14,2011.03,pay_RQaFshjWbUqQNT,"NEFT-YESB-pay_RQaFshjWbUqQNT-RAJU,OAKANDSAMI",CREDIT
S00153,2026-07-15,2281.15,pay_i9KeHAQBqx8P1c,"RAZORPAY SETTLEMENT/pay_i9KeHAQBqx8P1c/BORAH,SWAMYANDGERA",CREDIT
S00154,2026-07-15,3284.87,pay_wN07fsvohd0FOq,"IMPS/pay_wN07fsvohd0FOq/BASAK,SABHARWALAND",CREDIT
S00180,2026-07-15,13277.95,pay_sZILgVKVPH645k,MERCHANT CR pay_sZILgVKVPH645k CHOUDHARY-PRABHAKA IMPS,CREDIT
S00192,2026-07-15,5229.62,pay_LGywUjvC6pyhkd,MERCHANT CR pay_LGywUjvC6pyhkd CHANDA-KANDA IMPS,CREDIT
S00271,2026-07-15,2463.06,pay_ECmrLnBzRCeILH,RAZORPAY SETTLEMENT/pay_ECmrLnBzRCeILH/CHANDER-KAR,CREDIT
S00317,2026-07-15,8576.7,pay_vcAup4FCdtLHZc,MERCHANT CR pay_vcAup4FCdtLHZc ANDRALTD NETBANKING,CREDIT
S00158,2026-07-16,29187.31,pay_v9dufL44n5tRtp,"UPI/pay_v9dufL44n5tRtp/DUGAR,MANDAANDROY/PAYMENT",CREDIT
S00167,2026-07-16,4240.11,pay_XmP1ihkBJQLqui,UPI/pay_XmP1ihkBJQLqui/CHAWLAGROUP/PAYMENT,CREDIT
S00203,2026-07-16,6738.63,pay_5eVXo6Kro,MERCHANT CR pay_5eVXo6Kro SAMRA-RAMAN NETBANKING,CREDIT
S00247,2026-07-16,1316.55,pay_98vcXRXRUxHAAK,"NEFT-SBIN-pay_98vcXRXRUxHAAK-SHANKER,BHATTACHAR",CREDIT
S00249,2026-07-16,594.01,pay_ajXja5YNXlwxe1,"MERCHANT CR pay_ajXja5YNXlwxe1 SINGH,SUBRAMANIAMA IMPS",CREDIT
S00291,2026-07-16,36148.6,,"UPI/pay_a7Gecg2iSUnbBN/SANKAR,GADEANDSUND/PAYMENT",CREDIT
S00328,2026-07-16,4163.19,pay_Se1kUuXIEjZNg0,MERCHANT CR pay_Se1kUuXIEjZNg0 DATTA-SURI UPI,CREDIT
S00386,2026-07-16,-12387.61,pay_oa11PwfJqF7r33,"REVERSAL/pay_oa11PwfJqF7r33/PALLA,AMBLEANDDE/REFUND",DEBIT
S00405,2026-07-16,1476.92,pay_iyBBaJLQFclFRq,RAZORPAY SETTLEMENT/pay_iyBBaJLQFclFRq/BAJWA-HAYRE,CREDIT
S00138,2026-07-17,1077.99,pay_0qvehi1GIlW03R,MERCHANT CR pay_0qvehi1GIlW03R KARI-GARG CARD,CREDIT
S00171,2026-07-17,6191.63,pay_jC21XDpIRnuCLs,MERCHANT CR pay_jC21XDpIRnuCLs OZALTD IMPS,CREDIT
S00177,2026-07-17,2269.44,pay_1ft4pEt6TFh5tt,MERCHANT CR pay_1ft4pEt6TFh5tt MANNE-BEN NEFT,CREDIT
S00222,2026-07-17,2926.72,pay_L2xWYXbTYd4sNF,IMPS/pay_L2xWYXbTYd4sNF/ISSACPLC,CREDIT
S00228,2026-07-17,9552.84,pay_0gsiwXN8TNcVcE,IMPS/pay_0gsiwXN8TNcVcE/D’ALIALTD,CREDIT
S00266,2026-07-17,1288.58,pay_JhiRLr3TPPBh74,MERCHANT CR pay_JhiRLr3TPPBh74 NATHINC IMPS,CREDIT
S00365,2026-07-17,7292.45,pay_SCSez5u7DjO8Y9,UPI/pay_SCSez5u7DjO8Y9/CHAKRABARTIPLC/PAYMENT,CREDIT
S00412,2026-07-17,5208.37,pay_8JCEUwjmT3A8Qr,MERCHANT CR pay_8JCEUwjmT3A8Qr ANDRA-MORAR UPI,CREDIT
S00022,2026-07-18,1563.28,pay_9KSqV80SJcOoWW,MERCHANT CR pay_9KSqV80SJcOoWW KAPUR-CHEEMA IMPS,CREDIT
S00027,2026-07-18,14986.04,pay_Tl15pPqhVYvw89,"MERCHANT CR pay_Tl15pPqhVYvw89 KALITA,CHAUDHURIAN NEFT",CREDIT
S00066,2026-07-18,2008.6,pay_a6cngKGQHElLxv,UPI/pay_a6cngKGQHElLxv/BHALLA-GOEL/PAYMENT,CREDIT
S00068,2026-07-18,4888.1,pay_VBSgrSrFAKK6Ox,MERCHANT CR pay_VBSgrSrFAKK6Ox DEY-NAGAR CARD,CREDIT
S00099,2026-07-18,14656.6,pay_RpOpRWm702biQO,"MERCHANT CR pay_RpOpRWm702biQO SHAN,MANDANDRANA NEFT",CREDIT
S00134,2026-07-18,31547.86,pay_iRlWw6vK5h6uNB,UPI/pay_iRlWw6vK5h6uNB/CHAUDHRY-BEHL/PAYMENT,CREDIT
S00220,2026-07-18,1355.23,pay_kZJbQ4JQ5gTk2q,"NEFT-AXIS-pay_kZJbQ4JQ5gTk2q-KOSHY,BHATANDDHAR",CREDIT
S00231,2026-07-18,6575.07,pay_6KbH2gkUBVWOCM,UPI/pay_6KbH2gkUBVWOCM/BOSELTD/PAYMENT,CREDIT
S00253,2026-07-18,1099.62,pay_LspC4j1fmBoA0Y,NEFT-AXIS-pay_LspC4j1fmBoA0Y-RANAANDSONS,CREDIT
S00285,2026-07-18,1897.33,pay_cfTBV3cjXjezcj,"NEFT-KKBK-pay_cfTBV3cjXjezcj-SAWHNEY,CHANDANDTH",CREDIT
S00287,2026-07-18,1020.74,pay_5kjkrmu2TYqSxV,IMPS/pay_5kjkrmu2TYqSxV/RANDHAWAPLC,CREDIT
S00364,2026-07-18,24526.37,pay_XMzViIpAiCedst,NEFT-ICIC-pay_XMzViIpAiCedst-BANERJEELLC,CREDIT
S00367,2026-07-18,2657.38,pay_MziMmbVwbkUA7w,IMPS/pay_MziMmbVwbkUA7w/SEHGALANDSONS,CREDIT
S00387,2026-07-18,1284.77,pay_C7jdn4uuegr8Ab,NEFT-YESB-pay_C7jdn4uuegr8Ab-SAXENA-BAHRI,CREDIT
S00395,2026-07-18,1482.22,pay_IEti6tBlPaGao0,"MERCHANT CR pay_IEti6tBlPaGao0 ROY,DYALANDDIXIT IMPS",CREDIT
S00088,2026-07-19,9662.6,pay_8eWTkIPT0A7o9I,"IMPS/pay_8eWTkIPT0A7o9I/CHAKRABORTY,LOYALA",CREDIT
S00190,2026-07-19,14718.41,pay_A4jjBkZGV1ObqQ,MERCHANT CR pay_A4jjBkZGV1ObqQ BAWAANDSONS CARD,CREDIT
S00196,2026-07-19,11904.26,pay_WYah8wXz8xmHID,NEFT-SBIN-pay_WYah8wXz8xmHID-MUNSHILLC,CREDIT
S00277,2026-07-19,18842.32,pay_Rqh27eGMzXEXAJ,"UPI/pay_Rqh27eGMzXEXAJ/KRISHNAN,SARNAANDV/PAYMENT",CREDIT
S00341,2026-07-19,4267.57,pay_hvYIPjwHIWj1tg,IMPS/pay_hvYIPjwHIWj1tg/GOKHALEANDSONS,CREDIT
S00375,2026-07-19,13178.94,pay_Xx6YgfoFJ6O6GD,"UPI/pay_Xx6YgfoFJ6O6GD/NARANG,BUCHANDTRIP/PAYMENT",CREDIT
S00038,2026-07-20,12751.57,pay_Yoib1ZvGB0l4pz,"NEFT-AXIS-pay_Yoib1ZvGB0l4pz-DOSHI,BAKSHIANDBAL",CREDIT
S00089,2026-07-20,6905.86,pay_RjqibcjzQtp68M,UPI/pay_RjqibcjzQtp68M/BAJWA-BAJAJ/PAYMENT,CREDIT
S00131,2026-07-20,4302.05,pay_kJPKteVA,"UPI/pay_kJPKteVA/MUNI,PATLAANDVASA/PAYMENT",CREDIT
S00132,2026-07-20,4304.05,pay_kJPKteVA,"UPI/pay_kJPKteVA/MUNI,PATLAANDVASA/PAYMENT",CREDIT
S00146,2026-07-20,10866.14,pay_w7lp6HDsko5ta0,UPI/pay_w7lp6HDsko5ta0/LOKE-DALAL/PAYMENT,CREDIT
S00159,2026-07-20,2450.15,pay_6yrbuTdkuMKm64,MERCHANT CR pay_6yrbuTdkuMKm64 SETTYLLC NETBANKING,CREDIT
S00163,2026-07-20,1157.37,pay_35ZygIeK1qO15j,IMPS/pay_35ZygIeK1qO15j/MADANINC,CREDIT
S00224,2026-07-20,2906.98,,"IMPS/pay_ibB8iaYeTqI2Z6/MANGAT,MODIANDKOHL",CREDIT
S00233,2026-07-20,965.11,pay_8qbPkz7wagex8T,RAZORPAY SETTLEMENT/pay_8qbPkz7wagex8T/BORAANDSONS,CREDIT
S00255,2026-07-20,87224.08,pay_TQfOT3NlDMh76Z,"RAZORPAY SETTLEMENT/pay_TQfOT3NlDMh76Z/KEER,DANIANDJHAVER",CREDIT
S00282,2026-07-20,2491.03,pay_f7Oc2yxD0a1oAZ,"IMPS/pay_f7Oc2yxD0a1oAZ/CHOUDHURY,LUTHRAAN",CREDIT
S00289,2026-07-20,6892.3,pay_SGGCZFMPRWmbAF,NEFT-YESB-pay_SGGCZFMPRWmbAF-BASSIINC,CREDIT
S00314,2026-07-20,3388.32,pay_BSafOArPot0tl8,"MERCHANT CR pay_BSafOArPot0tl8 VARUGHESE,BHARDWAJ CARD",CREDIT
S00342,2026-07-20,9549.31,pay_3AD4aGu8oydQDz,UPI/pay_3AD4aGu8oydQDz/DUBEYPLC/PAYMENT,CREDIT
S00356,2026-07-20,5597.54,pay_yEyo6COHC1TW0t,RAZORPAY SETTLEMENT/pay_yEyo6COHC1TW0t/KEERGROUP,CREDIT
S00373,2026-07-20,36075.54,pay_aQMe809F,"UPI/pay_aQMe809F/NAGY,PRADHANANDANA/PAYMENT",CREDIT
S00374,2026-07-20,36074.04,pay_aQMe809F,"UPI/pay_aQMe809F/NAGY,PRADHANANDANA/PAYMENT",CREDIT
S00417,2026-07-20,36151.54,pay_MWN78paDIKOCCw,"UPI/pay_MWN78paDIKOCCw/MAHARAJ,SAVANTANDP/PAYMENT",CREDIT
S00062,2026-07-21,1078.63,pay_IDweLokzYdUz4V,UPI/pay_IDweLokzYdUz4V/KANNAN-KANT/PAYMENT,CREDIT
S00067,2026-07-21,6982.51,pay_SEBoKSO1cx4Ye2,RAZORPAY SETTLEMENT/pay_SEBoKSO1cx4Ye2/CHACKO-SHARAF,CREDIT
S00072,2026-07-21,5158.66,pay_MlhIBinRJthTx,"RAZORPAY SETTLEMENT/pay_MlhIBinRJthTx/TANDON,BAINSANDREG",CREDIT
S00075,2026-07-21,25125.0,,"RAZORPAY SETTLEMENT/pay_hvxm3IV4NUUhXy/SAWHNEY,UPADHYAYAN",CREDIT
